Mode,M,N,K,Time_ms,TFLOPS,Precision
rtx4090_torch_compile_benchmark,12288,8192,128,0.2461119890213012,104.70763280763865,fp16
rtx4090_aot_benchmark,128,4096,12288,0.1235839962959289,104.26027862981842,
rtx4090_benchmark_fp16,128,12288,16384,0.4946432113647461,104.19552187889036,fp16
rtx4090_benchmark_fp16,1024,64,16384,0.0206336006522178,104.07701904268323,fp16
rtx4090_benchmark_fp16,16384,512,128,0.0206336006522178,104.07701904268323,fp16
rtx4090_torch_compile_benchmark,16384,1024,256,0.0827391982078552,103.81940818933964,fp16
rtx4090_torch_compile_benchmark,2048,8192,256,0.0827391982078552,103.81940818933964,fp16
rtx4090_benchmark_fp16,2048,4096,128,0.0206847995519638,103.8194081893396,fp16
rtx4090_torch_compile_benchmark,8192,128,2048,0.041465601325035,103.57904283922416,fp16
rtx4090_benchmark_fp16,128,12288,8192,0.2489343881607056,103.5204656391775,fp16
rtx4090_torch_compile_benchmark,256,8192,1024,0.0415232002735137,103.43536306712878,fp16
rtx4090_aot_benchmark,128,12288,12288,0.3738624095916748,103.39286505486848,
rtx4090_torch_compile_benchmark,12288,512,512,0.0623167991638183,103.38225053992404,fp16
rtx4090_aot_benchmark,128,12288,8192,0.249395203590393,103.3291875906497,
rtx4090_benchmark_fp16,2048,128,4096,0.0207872003316879,103.3079786471478,fp16
rtx4090_benchmark_fp16,128,4096,12288,0.1247727990150451,103.26691386033852,fp16
rtx4090_torch_compile_benchmark,4096,4096,256,0.0832000017166137,103.24440402366868,fp16
rtx4090_torch_compile_benchmark,128,4096,8192,0.0832512021064758,103.1809075983519,fp16
rtx4090_torch_compile_benchmark,256,2048,4096,0.0417279988527298,102.9277083513682,fp16
rtx4090_torch_compile_benchmark,1024,16384,256,0.0834671974182128,102.91389740762568,fp16
rtx4090_aot_benchmark,12288,128,16384,0.5010047912597656,102.87248435769402,
rtx4090_benchmark_fp16,128,2048,4096,0.0209007993340492,102.74648417400772,fp16
rtx4090_torch_compile_benchmark,8192,2048,256,0.0836095988750457,102.73861742642282,fp16
rtx4090_benchmark_fp16,1024,128,8192,0.0209376007318496,102.5658897360341,fp16
rtx4090_benchmark_fp16,128,12288,12288,0.3777983903884888,102.31569706861774,fp16
rtx4090_torch_compile_benchmark,512,12288,512,0.0629760026931762,102.30009318609974,fp16
rtx4090_benchmark_fp16,8192,128,16384,0.3362303972244262,102.19105307443589,fp16
rtx4090_torch_compile_benchmark,8192,128,16384,0.3368367910385131,102.00708260538973,fp16
rtx4090_aot_benchmark,128,4096,16384,0.1687168002128601,101.82666552664088,
rtx4090_torch_compile_benchmark,2048,512,1024,0.021094399690628,101.80349663868827,fp16
rtx4090_torch_compile_benchmark,12288,128,16384,0.5065695762634277,101.74240611164976,fp16
rtx4090_benchmark_fp16,12288,128,16384,0.5088255882263183,101.29130441662444,fp16
rtx4090_benchmark_fp16,128,4096,16384,0.1697280049324035,101.22000309166488,fp16
rtx4090_torch_compile_benchmark,128,12288,12288,0.3819008111953735,101.21661051991047,fp16
rtx4090_torch_compile_benchmark,128,12288,8192,0.255129599571228,101.00671901382218,fp16
rtx4090_torch_compile_benchmark,8192,12288,128,0.2552223920822143,100.96999548416905,fp16
rtx4090_torch_compile_benchmark,128,8192,2048,0.0425471991300582,100.94594670899822,fp16
rtx4090_torch_compile_benchmark,512,2048,1024,0.0212975993752479,100.83219287596344,fp16
rtx4090_benchmark_fp16,64,1024,16384,0.0212991997599601,100.8246165208986,fp16
rtx4090_torch_compile_benchmark,4096,256,1024,0.0212991997599601,100.8246165208986,fp16
rtx4090_benchmark_fp16,12288,128,8192,0.2556416034698486,100.80442082283916,fp16
rtx4090_torch_compile_benchmark,4096,256,2048,0.042859199643135,100.21109427525067,fp16
rtx4090_benchmark_fp16,1024,8192,128,0.0215039998292922,99.86438174514598,fp16
rtx4090_benchmark_fp16,64,12288,2048,0.0322560012340545,99.86437713175565,fp16
rtx4090_aot_benchmark,12288,128,8192,0.2584703922271728,99.70118261495342,
rtx4090_torch_compile_benchmark,256,1024,12288,0.0647167980670928,99.5483574036066,fp16
rtx4090_torch_compile_benchmark,256,4096,2048,0.0431632012128829,99.5053002398273,fp16
rtx4090_torch_compile_benchmark,1024,256,12288,0.0647679984569549,99.46966244883538,fp16
rtx4090_torch_compile_benchmark,8192,8192,128,0.1727488040924072,99.45000357171853,fp16
rtx4090_torch_compile_benchmark,2048,4096,256,0.0432128012180328,99.3910872458714,fp16
rtx4090_benchmark_fp16,64,2048,8192,0.0216176003217697,99.33959440620268,fp16
rtx4090_aot_benchmark,16384,128,12288,0.5197184085845947,99.16833173634042,
rtx4090_torch_compile_benchmark,128,16384,4096,0.1735167980194091,99.00983293893135,fp16
rtx4090_torch_compile_benchmark,256,4096,1024,0.0217040002346038,98.94414047121823,fp16
rtx4090_torch_compile_benchmark,128,2048,12288,0.0651264011859893,98.92226234951184,fp16
rtx4090_torch_compile_benchmark,16384,4096,128,0.1740288019180297,98.71853965926849,fp16
rtx4090_torch_compile_benchmark,12288,128,8192,0.2614784002304077,98.55423527638362,fp16
rtx4090_torch_compile_benchmark,16384,128,12288,0.5234687805175782,98.45784403998336,fp16
rtx4090_benchmark_fp16,128,512,12288,0.0163839995861053,98.30400248336798,fp16
rtx4090_benchmark_fp16,2048,64,8192,0.0219135999679565,97.99775715264434,fp16
rtx4090_benchmark_fp16,256,256,12288,0.0164864003658294,97.6934139812737,fp16
rtx4090_aot_benchmark,256,12288,512,0.0329728007316589,97.69341398127366,
rtx4090_aot_benchmark,12288,512,256,0.0330112010240554,97.5797720795639,
rtx4090_benchmark_fp16,4096,64,4096,0.0220144003629684,97.54904119997713,fp16
rtx4090_torch_compile_benchmark,4096,12288,128,0.1320880055427551,97.54785709009232,fp16
rtx4090_torch_compile_benchmark,512,4096,512,0.0220159992575645,97.5419567777347,fp16
rtx4090_torch_compile_benchmark,4096,16384,128,0.1764351963996887,97.37212038510424,fp16
rtx4090_aot_benchmark,64,12288,2048,0.0330879986286163,97.35328836764717,
rtx4090_aot_benchmark,12288,1024,128,0.0331519991159439,97.1653462204276,
rtx4090_torch_compile_benchmark,2048,128,12288,0.066399997472763,97.02486730730163,fp16
rtx4090_benchmark_fp16,4096,128,16384,0.1771008014678955,97.00616282707414,fp16
rtx4090_benchmark_fp16,16384,128,8192,0.3547103881835937,96.86702028646488,fp16
rtx4090_torch_compile_benchmark,2048,1024,512,0.0221696004271507,96.86614132070753,fp16
rtx4090_benchmark_fp16,16384,128,4096,0.177454400062561,96.8128667305138,fp16
rtx4090_benchmark_fp16,12288,256,256,0.0166400000452995,96.79163050573224,fp16
rtx4090_torch_compile_benchmark,512,4096,1024,0.0443904012441635,96.75441481990896,fp16
rtx4090_torch_compile_benchmark,128,16384,1024,0.0444480001926422,96.62903341849284,fp16
rtx4090_aot_benchmark,16384,128,4096,0.1778175950050354,96.61512508654448,
rtx4090_aot_benchmark,4096,128,12288,0.1337344050407409,96.34694889527292,
rtx4090_benchmark_fp16,16384,128,12288,0.5355584144592286,96.23526801281106,fp16
rtx4090_aot_benchmark,12288,128,12288,0.4021227836608886,96.12662409250014,
rtx4090_aot_benchmark,8192,128,8192,0.1789567947387695,96.00009437517112,
rtx4090_torch_compile_benchmark,4096,128,4096,0.0447488009929657,95.97949443774256,fp16
rtx4090_benchmark_fp16,12288,128,12288,0.4035071849822997,95.79682122809196,fp16
rtx4090_benchmark_fp16,512,128,16384,0.0224255993962287,95.760367874989,fp16
rtx4090_aot_benchmark,4096,128,16384,0.1794687986373901,95.72621711649874,
rtx4090_aot_benchmark,12288,256,512,0.0336511999368667,95.72394084143691,
rtx4090_benchmark_fp16,8192,128,12288,0.2692608118057251,95.70573453738685,fp16
rtx4090_torch_compile_benchmark,4096,512,1024,0.0449023991823196,95.65117620020509,fp16
rtx4090_torch_compile_benchmark,12288,128,12288,0.4041728019714355,95.63905704553538,fp16
rtx4090_benchmark_fp16,4096,128,12288,0.1350144028663635,95.43353608543084,fp16
rtx4090_aot_benchmark,12288,128,1024,0.0338156014680862,95.25855913105843,
rtx4090_torch_compile_benchmark,8192,256,1024,0.0451072007417678,95.2168883320439,fp16
rtx4090_aot_benchmark,1024,12288,128,0.0338432013988494,95.18087352426144,
rtx4090_torch_compile_benchmark,1024,2048,512,0.0225712001323699,95.1426435194393,fp16
rtx4090_torch_compile_benchmark,12288,128,4096,0.1358335971832275,94.85798915138356,fp16
rtx4090_benchmark_fp16,8192,128,8192,0.1812479972839355,94.78653249385556,fp16
rtx4090_aot_benchmark,12288,64,2048,0.0340223997831344,94.67954913623764,
rtx4090_torch_compile_benchmark,128,12288,4096,0.1360895991325378,94.67954913623764,fp16
rtx4090_torch_compile_benchmark,12288,1024,256,0.0680959999561309,94.60836096320452,fp16
rtx4090_aot_benchmark,8192,128,12288,0.2725120067596435,94.56392062287752,
rtx4090_torch_compile_benchmark,16384,256,512,0.04546560049057,94.46630528702268,fp16
rtx4090_benchmark_fp16,128,12288,512,0.0170496001839637,94.46630528702268,fp16
rtx4090_torch_compile_benchmark,2048,256,2048,0.022784000635147,94.25401984440104,fp16
rtx4090_aot_benchmark,16384,128,8192,0.3647488117218017,94.20109747802712,
rtx4090_benchmark_fp16,12288,512,128,0.0171008005738258,94.18346989351912,fp16
rtx4090_benchmark_fp16,256,12288,256,0.0171008005738258,94.18346989351912,fp16
rtx4090_torch_compile_benchmark,1024,12288,256,0.068555200099945,93.97465013022642,fp16
rtx4090_torch_compile_benchmark,12288,4096,128,0.1371135950088501,93.97246047825044,fp16
rtx4090_benchmark_fp16,1024,64,12288,0.0171519994735717,93.90233124025404,fp16
rtx4090_torch_compile_benchmark,1024,4096,256,0.022886399924755,93.83230455905702,fp16
rtx4090_torch_compile_benchmark,8192,128,12288,0.2748928070068359,93.74491845237394,fp16
rtx4090_torch_compile_benchmark,256,2048,2048,0.0229376003146171,93.6228558587055,fp16
rtx4090_torch_compile_benchmark,16384,128,8192,0.367411208152771,93.51848175985172,fp16
rtx4090_benchmark_fp16,64,4096,4096,0.0229888007044792,93.41434012177838,fp16
rtx4090_benchmark_fp16,12288,64,1024,0.0172544002532958,93.34504314007346,fp16
rtx4090_torch_compile_benchmark,8192,128,8192,0.1843199968338012,93.20675715663585,fp16
rtx4090_torch_compile_benchmark,4096,1024,256,0.0230911999940872,93.0000887156098,fp16
rtx4090_aot_benchmark,512,12288,256,0.0347775995731353,92.62357125096976,
rtx4090_aot_benchmark,128,12288,1024,0.034918400645256,92.25008627185308,
rtx4090_torch_compile_benchmark,4096,512,512,0.0233472004532814,91.98034909141218,fp16
rtx4090_benchmark_fp16,12288,2048,64,0.0350208014249801,91.98034713455516,fp16
rtx4090_torch_compile_benchmark,128,12288,2048,0.0702543973922729,91.701746554424,fp16
rtx4090_torch_compile_benchmark,8192,64,4096,0.047104001045227,91.18051971585544,fp16
rtx4090_torch_compile_benchmark,16384,128,4096,0.1905151963233947,90.17584694313624,fp16
rtx4090_benchmark_fp16,512,12288,128,0.0178639993071556,90.1596953911016,fp16
rtx4090_torch_compile_benchmark,256,16384,512,0.0478767991065979,89.70873943425576,fp16
rtx4090_benchmark_fp16,64,1024,12288,0.0179823994636535,89.56606370887306,fp16
rtx4090_torch_compile_benchmark,128,4096,4096,0.0480767995119094,89.33554936276612,fp16
rtx4090_torch_compile_benchmark,12288,512,256,0.0360976010560989,89.23655250646502,fp16
rtx4090_torch_compile_benchmark,16384,64,2048,0.0484863996505737,88.58086653066596,fp16
rtx4090_aot_benchmark,2048,12288,64,0.0364392012357711,88.4000022711208,
rtx4090_torch_compile_benchmark,4096,64,8192,0.0486400008201599,88.30113535318561,fp16
rtx4090_benchmark_fp16,8192,2048,64,0.0243711993098258,88.11563274746946,fp16
rtx4090_benchmark_fp16,2048,12288,64,0.036556801199913,88.11562735985947,fp16
rtx4090_benchmark_fp16,64,12288,1024,0.0182784005999565,88.11562735985947,fp16
rtx4090_torch_compile_benchmark,128,4096,16384,0.1959424018859863,87.67815959506564,fp16
rtx4090_aot_benchmark,256,512,12288,0.036761999130249,87.62378402183973,
rtx4090_torch_compile_benchmark,8192,4096,128,0.0981599986553192,87.50952230717577,fp16
rtx4090_benchmark_fp16,8192,128,512,0.012287999689579,87.38133554077154,fp16
rtx4090_benchmark_fp16,512,128,12288,0.0184320002794265,87.3813320086444,fp16
rtx4090_torch_compile_benchmark,16384,2048,128,0.0985087990760803,87.19966817751805,fp16
rtx4090_torch_compile_benchmark,64,4096,8192,0.0493055999279022,87.10911746901719,fp16
rtx4090_aot_benchmark,1024,128,12288,0.036991998553276,87.07897918412748,
rtx4090_aot_benchmark,512,256,12288,0.0370047986507415,87.04885824140126,
rtx4090_benchmark_fp16,2048,2048,128,0.012339200079441,87.01875462648607,fp16
rtx4090_aot_benchmark,128,1024,12288,0.0370943993330001,86.8385936939626,
rtx4090_benchmark_fp16,4096,1024,128,0.012390399724245,86.65917548236496,fp16
rtx4090_benchmark_fp16,4096,512,256,0.012390399724245,86.65917548236496,fp16
rtx4090_benchmark_fp16,2048,1024,256,0.0123999997973442,86.5920839958377,fp16
rtx4090_aot_benchmark,64,2048,12288,0.0372083991765975,86.57253585975302,
rtx4090_benchmark_fp16,512,2048,512,0.0124352000653743,86.34696815130606,fp16
rtx4090_torch_compile_benchmark,1024,1024,1024,0.0248832002282142,86.30255064881233,fp16
rtx4090_benchmark_fp16,8192,512,128,0.0124463997781276,86.26927008137001,fp16
rtx4090_torch_compile_benchmark,64,8192,4096,0.0499199986457824,86.03700746219599,fp16
rtx4090_benchmark_fp16,512,1024,1024,0.0124927997589111,85.94885411767673,fp16
rtx4090_benchmark_fp16,2048,512,512,0.0124927997589111,85.94885411767673,fp16
rtx4090_benchmark_fp16,1024,2048,256,0.0124959997832775,85.9268439998623,fp16
rtx4090_aot_benchmark,12288,2048,64,0.0374911993741989,85.91950979879338,
rtx4090_torch_compile_benchmark,2048,2048,512,0.0500735998153686,85.77308825082281,fp16
rtx4090_torch_compile_benchmark,12288,2048,128,0.0751519978046417,85.72561119063272,fp16
rtx4090_torch_compile_benchmark,4096,128,16384,0.2004479885101318,85.70736634322289,fp16
rtx4090_torch_compile_benchmark,1024,4096,512,0.0501248002052307,85.6854746236336,fp16
rtx4090_torch_compile_benchmark,12288,128,1024,0.0376320004463195,85.59803980112454,fp16
rtx4090_benchmark_fp16,256,4096,512,0.0125440001487731,85.59803980112453,fp16
rtx4090_benchmark_fp16,1024,512,1024,0.0125440001487731,85.59803980112453,fp16
rtx4090_benchmark_fp16,512,8192,128,0.0125440001487731,85.59803980112453,fp16
rtx4090_benchmark_fp16,8192,256,256,0.0125440001487731,85.59803980112453,fp16
rtx4090_benchmark_fp16,64,16384,512,0.0125440001487731,85.59803980112453,fp16
rtx4090_torch_compile_benchmark,1024,512,4096,0.050271999835968,85.43458207379862,fp16
rtx4090_torch_compile_benchmark,512,8192,512,0.0502784013748168,85.42370438514448,fp16
rtx4090_benchmark_fp16,4096,4096,64,0.0251392006874084,85.42370438514448,fp16
rtx4090_benchmark_fp16,256,8192,256,0.0125952005386352,85.25007765508312,fp16
rtx4090_torch_compile_benchmark,4096,1024,512,0.050380802154541,85.2500776550831,fp16
rtx4090_torch_compile_benchmark,2048,256,4096,0.050380802154541,85.2500776550831,fp16
rtx4090_benchmark_fp16,1024,4096,128,0.012601600587368,85.20678119859878,fp16
rtx4090_torch_compile_benchmark,2048,16384,128,0.1008640050888061,85.16352869824031,fp16
rtx4090_torch_compile_benchmark,128,4096,12288,0.1515007972717285,85.04840977760611,fp16
rtx4090_torch_compile_benchmark,512,1024,4096,0.0505343973636627,84.99096694657213,fp16
rtx4090_benchmark_fp16,128,16384,256,0.0126463994383811,84.9049430418311,fp16
rtx4090_benchmark_fp16,4096,256,512,0.0126463994383811,84.9049430418311,fp16
rtx4090_torch_compile_benchmark,1024,2048,1024,0.0506287992000579,84.83249383475564,fp16
rtx4090_torch_compile_benchmark,512,512,8192,0.0506367981433868,84.81909309980576,fp16
rtx4090_torch_compile_benchmark,64,16384,2048,0.0506816029548645,84.74410921503346,fp16
rtx4090_benchmark_fp16,1024,16384,64,0.0253520011901855,84.70667194632942,fp16
rtx4090_torch_compile_benchmark,1024,256,8192,0.0507391989231109,84.647912997375,fp16
rtx4090_benchmark_fp16,4096,128,1024,0.0126944005489349,84.58389349389856,fp16
rtx4090_benchmark_fp16,16384,256,128,0.0126975998282432,84.56258178901476,fp16
rtx4090_aot_benchmark,2048,64,12288,0.0380928009748458,84.56257848109139,
rtx4090_torch_compile_benchmark,256,1024,8192,0.0509440004825592,84.30761729186132,fp16
rtx4090_benchmark_fp16,256,16384,128,0.0127488002181053,84.22297044667124,fp16
rtx4090_benchmark_fp16,16384,1024,64,0.0254976004362106,84.22297044667124,fp16
rtx4090_benchmark_fp16,8192,64,1024,0.0127488002181053,84.22297044667124,fp16
rtx4090_benchmark_fp16,128,8192,512,0.0128000006079673,83.8860760156252,fp16
rtx4090_benchmark_fp16,1024,1024,512,0.0128000006079673,83.8860760156252,fp16
rtx4090_benchmark_fp16,2048,256,1024,0.0128000006079673,83.8860760156252,fp16
rtx4090_benchmark_fp16,512,4096,256,0.0128000006079673,83.8860760156252,fp16
rtx4090_benchmark_fp16,2048,8192,64,0.0256511986255645,83.71864720036001,fp16
rtx4090_torch_compile_benchmark,128,2048,8192,0.0514559984207153,83.46873888022581,fp16
rtx4090_torch_compile_benchmark,4096,8192,128,0.1030143976211547,83.38576733312851,fp16
rtx4090_benchmark_fp16,128,4096,1024,0.0128928005695343,83.28227976606206,fp16
rtx4090_benchmark_fp16,256,2048,1024,0.0128976002335548,83.25128741442275,fp16
rtx4090_benchmark_fp16,16384,128,256,0.0129536002874374,82.89138155986858,fp16
rtx4090_torch_compile_benchmark,2048,128,8192,0.0518191993236541,82.8837062721549,fp16
rtx4090_torch_compile_benchmark,8192,512,512,0.051825600862503,82.8734684117768,fp16
rtx4090_torch_compile_benchmark,4096,128,12288,0.1554944038391113,82.86408751617769,fp16
rtx4090_torch_compile_benchmark,1024,8192,256,0.0518656015396118,82.80955331675393,fp16
rtx4090_torch_compile_benchmark,256,12288,512,0.0389072000980377,82.79252847501772,fp16
rtx4090_torch_compile_benchmark,512,256,16384,0.052019202709198,82.5650350700313,fp16
rtx4090_torch_compile_benchmark,1024,128,16384,0.0520703971385955,82.48385900664636,fp16
rtx4090_torch_compile_benchmark,512,16384,256,0.0521152019500732,82.41294546099257,fp16
rtx4090_torch_compile_benchmark,256,512,16384,0.0521791994571685,82.3118664272635,fp16
rtx4090_torch_compile_benchmark,4096,2048,256,0.0523263990879058,82.0803145422764,fp16
rtx4090_benchmark_fp16,64,8192,1024,0.0131055995821952,81.93000383276936,fp16
rtx4090_torch_compile_benchmark,128,1024,16384,0.0527872025966644,81.36379813146975,fp16
rtx4090_torch_compile_benchmark,8192,1024,256,0.052999997138977,81.03712316696357,fp16
rtx4090_torch_compile_benchmark,128,12288,1024,0.0397776007652282,80.98088899358268,fp16
rtx4090_torch_compile_benchmark,12288,256,512,0.0398335993289947,80.86704506402162,fp16
rtx4090_torch_compile_benchmark,2048,12288,128,0.0798272013664245,80.70495813109771,fp16
rtx4090_torch_compile_benchmark,16384,512,256,0.0532992005348205,80.58220860543832,fp16
rtx4090_torch_compile_benchmark,64,2048,16384,0.0535040020942687,80.27375762345197,fp16
rtx4090_benchmark_fp16,12288,1024,64,0.0201215997338294,80.04397052447837,fp16
rtx4090_torch_compile_benchmark,128,8192,1024,0.0269279986619949,79.74909962510026,fp16
rtx4090_benchmark_fp16,16384,64,512,0.0135168001055717,79.43757513713574,fp16
rtx4090_torch_compile_benchmark,4096,4096,128,0.0556544005870819,77.1721059016655,fp16
rtx4090_benchmark_fp16,1024,12288,64,0.0210991993546485,76.3352537187696,fp16
rtx4090_torch_compile_benchmark,2048,64,16384,0.0565760016441345,75.91500231874866,fp16
rtx4090_torch_compile_benchmark,8192,2048,128,0.0568831980228424,75.50502512666893,fp16
rtx4090_torch_compile_benchmark,16384,1024,128,0.05693119764328,75.44136560961604,fp16
rtx4090_benchmark_fp16,512,16384,64,0.0143360003829002,74.89828371382738,fp16
rtx4090_torch_compile_benchmark,12288,64,2048,0.0433151990175247,74.36709388537584,fp16
rtx4090_torch_compile_benchmark,2048,8192,128,0.0581103980541229,73.91047798364329,fp16
rtx4090_torch_compile_benchmark,1024,16384,128,0.0585727989673614,73.32699429974802,fp16
rtx4090_torch_compile_benchmark,8192,128,1024,0.0292863994836807,73.32699429974802,fp16
rtx4090_torch_compile_benchmark,64,12288,2048,0.0443904012441635,72.56581111493173,fp16
rtx4090_torch_compile_benchmark,4096,128,2048,0.0296959996223449,72.31558712656066,fp16
rtx4090_torch_compile_benchmark,16384,128,512,0.0299008011817932,71.82027113399278,fp16
rtx4090_benchmark_fp16,8192,1024,64,0.0149504005908966,71.82027113399278,fp16
rtx4090_torch_compile_benchmark,1024,128,12288,0.0450639992952346,71.48112733839471,fp16
rtx4090_torch_compile_benchmark,512,12288,256,0.0451072007417678,71.41266624903292,fp16
rtx4090_torch_compile_benchmark,256,512,12288,0.0452095985412597,71.25091962628697,fp16
rtx4090_torch_compile_benchmark,128,1024,12288,0.0452208012342453,71.2332684092425,fp16
rtx4090_torch_compile_benchmark,8192,64,2048,0.0301584005355834,71.20681501216262,fp16
rtx4090_benchmark_fp16,2048,128,2048,0.0151040002703666,71.08989703255173,fp16
rtx4090_torch_compile_benchmark,64,16384,1024,0.0302080005407333,71.08989703255173,fp16
rtx4090_benchmark_fp16,4096,2048,64,0.0151056006550788,71.08236531057642,fp16
rtx4090_torch_compile_benchmark,512,256,12288,0.045619198679924,70.61118049444366,fp16
rtx4090_torch_compile_benchmark,128,16384,512,0.0304127991199493,70.61118049444366,fp16
rtx4090_benchmark_fp16,4096,64,2048,0.0152575999498367,70.37422841929278,fp16
rtx4090_benchmark_fp16,512,512,2048,0.0153152003884315,70.10955108436316,fp16
rtx4090_benchmark_fp16,1024,256,2048,0.0153632000088691,69.89050610420546,fp16
rtx4090_benchmark_fp16,2048,4096,64,0.0154624000191688,69.44211911921009,fp16
rtx4090_torch_compile_benchmark,128,4096,2048,0.0310784012079238,69.09890999967102,fp16
rtx4090_benchmark_fp16,128,2048,2048,0.0155680000782012,68.97108290123151,fp16
rtx4090_torch_compile_benchmark,2048,2048,256,0.0311744004487991,68.88612506043313,fp16
rtx4090_torch_compile_benchmark,256,8192,512,0.0312303990125656,68.76260681574884,fp16
rtx4090_benchmark_fp16,64,4096,2048,0.0156159996986389,68.75908329414139,fp16
rtx4090_benchmark_fp16,512,128,8192,0.0156159996986389,68.75908329414139,fp16
rtx4090_benchmark_fp16,16384,512,64,0.0156159996986389,68.75908329414139,fp16
rtx4090_torch_compile_benchmark,512,2048,512,0.0156159996986389,68.75908329414139,fp16
rtx4090_benchmark_fp16,256,128,16384,0.0156672000885009,68.53437869782991,fp16
rtx4090_benchmark_fp16,256,256,8192,0.0157135993242263,68.33200986260117,fp16
rtx4090_benchmark_fp16,256,1024,2048,0.0157151997089385,68.32505115345559,fp16
rtx4090_torch_compile_benchmark,128,8192,512,0.015718400478363,68.31113798621212,fp16
rtx4090_benchmark_fp16,64,2048,4096,0.015718400478363,68.31113798621212,fp16
rtx4090_torch_compile_benchmark,512,4096,256,0.015718400478363,68.31113798621212,fp16
rtx4090_benchmark_fp16,1024,128,4096,0.015718400478363,68.31113798621212,fp16
rtx4090_benchmark_fp16,512,256,4096,0.0157680004835128,68.09625767849964,fp16
rtx4090_torch_compile_benchmark,256,4096,512,0.0157695993781089,68.08935333452703,fp16
rtx4090_benchmark_fp16,1024,64,8192,0.0157695993781089,68.08935333452703,fp16
rtx4090_torch_compile_benchmark,8192,128,512,0.0157695993781089,68.08935333452703,fp16
rtx4090_torch_compile_benchmark,2048,64,12288,0.0475647985935211,67.72288682493799,fp16
rtx4090_benchmark_fp16,64,1024,8192,0.0158720001578331,67.65006384340856,fp16
rtx4090_benchmark_fp16,512,64,16384,0.0158720001578331,67.65006384340856,fp16
rtx4090_torch_compile_benchmark,64,2048,12288,0.0476671993732452,67.57740153301344,fp16
rtx4090_torch_compile_benchmark,64,8192,2048,0.0317952007055282,67.54112571544847,fp16
rtx4090_torch_compile_benchmark,16384,64,1024,0.0317952007055282,67.54112571544847,fp16
rtx4090_torch_compile_benchmark,2048,512,512,0.0159232005476951,67.4325378735132,fp16
rtx4090_benchmark_fp16,256,512,4096,0.0159232005476951,67.4325378735132,fp16
rtx4090_benchmark_fp16,1024,8192,64,0.0159743994474411,67.2164125814445,fp16
rtx4090_torch_compile_benchmark,512,1024,1024,0.0159743994474411,67.2164125814445,fp16
rtx4090_torch_compile_benchmark,1024,12288,128,0.0480255991220474,67.0730929105934,fp16
rtx4090_benchmark_fp16,128,1024,4096,0.0160255998373031,67.00166202207458,fp16
rtx4090_benchmark_fp16,128,512,8192,0.0160288006067275,66.98828255118039,fp16
rtx4090_benchmark_fp16,128,256,16384,0.0160768002271652,66.78827931105853,fp16
rtx4090_torch_compile_benchmark,12288,1024,128,0.0483328014612197,66.64677764612044,fp16
rtx4090_aot_benchmark,8192,2048,64,0.0323583990335464,66.3655716024044,
rtx4090_torch_compile_benchmark,256,2048,1024,0.0162303999066352,66.15621489160195,fp16
rtx4090_torch_compile_benchmark,256,8192,256,0.0162320002913475,66.14969225772869,fp16
rtx4090_torch_compile_benchmark,2048,256,1024,0.0162816002964973,65.94817489967456,fp16
rtx4090_aot_benchmark,4096,2048,128,0.0325868010520935,65.90041300976479,
rtx4090_aot_benchmark,256,4096,1024,0.0326400011777877,65.79300154748182,
rtx4090_torch_compile_benchmark,4096,256,512,0.0163328006863594,65.74143924359234,fp16
rtx4090_aot_benchmark,4096,4096,64,0.0326907992362976,65.69076615341916,
rtx4090_aot_benchmark,64,16384,1024,0.0327167987823486,65.63856269332224,
rtx4090_aot_benchmark,2048,8192,64,0.0327423989772796,65.58724207991492,
rtx4090_aot_benchmark,1024,512,2048,0.0327524006366729,65.56721358603117,
rtx4090_aot_benchmark,4096,256,1024,0.0327551990747451,65.56161185586403,
rtx4090_benchmark_fp16,64,512,16384,0.0163839995861053,65.53600165557866,fp16
rtx4090_aot_benchmark,8192,128,1024,0.0327679991722106,65.53600165557866,
rtx4090_aot_benchmark,4096,512,512,0.0327935993671417,65.48484123251559,
rtx4090_torch_compile_benchmark,8192,256,512,0.0328191995620727,65.43376062351386,fp16
rtx4090_aot_benchmark,1024,2048,512,0.0328319996595382,65.40825019094194,
rtx4090_aot_benchmark,16384,512,128,0.0328343987464904,65.40347105425631,
rtx4090_aot_benchmark,128,4096,2048,0.0328575998544693,65.35728895328606,
rtx4090_aot_benchmark,256,16384,256,0.0328711986541748,65.33025067302373,
rtx4090_aot_benchmark,8192,1024,128,0.0328832000494003,65.30640706421035,
rtx4090_torch_compile_benchmark,4096,64,4096,0.0329216003417968,65.23023260426316,fp16
rtx4090_aot_benchmark,16384,1024,64,0.0329456001520156,65.1827144775389,
rtx4090_aot_benchmark,4096,1024,256,0.0329472005367279,65.17954827773885,
rtx4090_aot_benchmark,512,4096,512,0.0329600006341934,65.15423563955135,
rtx4090_aot_benchmark,4096,128,2048,0.0329600006341934,65.15423563955135,
rtx4090_torch_compile_benchmark,4096,512,256,0.0164864003658294,65.12894265418244,fp16
rtx4090_aot_benchmark,256,8192,512,0.0330388009548187,64.99883730455988,
rtx4090_torch_compile_benchmark,4096,128,1024,0.0165375992655754,64.92730938492966,fp16
rtx4090_torch_compile_benchmark,64,2048,8192,0.0330751985311508,64.92730938492966,fp16
rtx4090_torch_compile_benchmark,512,8192,128,0.0165887996554374,64.72691492467627,fp16
rtx4090_aot_benchmark,1024,8192,128,0.0332051992416381,64.6731143629799,
