Mode,M,N,K,Time_ms,TFLOPS,Precision
rtx4090_torch_compile_benchmark,12288,4096,512,0.3581439971923828,143.90750077074352,fp16
rtx4090_torch_compile_benchmark,4096,12288,512,0.3584511995315552,143.7841681639089,fp16
rtx4090_aot_benchmark,256,12288,12288,0.5377535820007324,143.7636380595875,
rtx4090_benchmark_fp16,512,12288,1024,0.0896511971950531,143.7225858787637,fp16
rtx4090_torch_compile_benchmark,512,12288,2048,0.1793023943901062,143.7225858787637,fp16
rtx4090_aot_benchmark,16384,8192,256,0.478323221206665,143.66744847269072,
rtx4090_benchmark_fp16,12288,256,1024,0.0448511987924575,143.6405518124835,fp16
rtx4090_torch_compile_benchmark,256,4096,16384,0.2392064094543457,143.64054226798555,fp16
rtx4090_benchmark_fp16,256,16384,2048,0.1196032047271728,143.64054226798555,fp16
rtx4090_torch_compile_benchmark,4096,512,4096,0.1196544051170349,143.57907815592944,fp16
rtx4090_aot_benchmark,1024,256,12288,0.0449279993772506,143.3950105346142,
rtx4090_torch_compile_benchmark,12288,512,2048,0.1797520041465759,143.36309571817858,fp16
rtx4090_aot_benchmark,1024,4096,1024,0.0599551975727081,143.27255917358823,
rtx4090_benchmark_fp16,4096,1024,512,0.030003198981285,143.1503120276956,fp16
rtx4090_benchmark_fp16,256,1024,12288,0.0450047999620437,143.1503072879659,fp16
rtx4090_benchmark_fp16,128,2048,12288,0.0450047999620437,143.1503072879659,fp16
rtx4090_torch_compile_benchmark,512,8192,4096,0.2400288105010986,143.14839246284032,fp16
rtx4090_aot_benchmark,8192,12288,256,0.3602180004119873,143.07893412614942,
rtx4090_torch_compile_benchmark,256,12288,4096,0.1802752017974853,142.94702498765673,fp16
rtx4090_benchmark_fp16,1024,1024,4096,0.0601087987422943,142.9064425131469,fp16
rtx4090_aot_benchmark,256,16384,2048,0.1202687978744506,142.84560490854966,
rtx4090_benchmark_fp16,1024,256,12288,0.0451072007417678,142.82533249806585,fp16
rtx4090_aot_benchmark,12288,8192,256,0.361163592338562,142.70432747187246,
rtx4090_torch_compile_benchmark,8192,256,4096,0.1204223990440368,142.66340249306566,fp16
rtx4090_torch_compile_benchmark,512,2048,4096,0.0602111995220184,142.66340249306566,fp16
rtx4090_torch_compile_benchmark,1024,12288,1024,0.1806336045265197,142.66339778552444,fp16
rtx4090_aot_benchmark,8192,16384,256,0.4817024230957031,142.6596036083195,
rtx4090_aot_benchmark,4096,12288,512,0.3615864038467407,142.53745993680997,
rtx4090_aot_benchmark,12288,512,1024,0.0904052019119262,142.52389923925628,
rtx4090_benchmark_fp16,12288,2048,256,0.0904191970825195,142.50183925257394,fp16
rtx4090_benchmark_fp16,2048,128,12288,0.0452095985412597,142.50183925257394,fp16
rtx4090_torch_compile_benchmark,256,4096,12288,0.1809919953346252,142.38090324578033,fp16
rtx4090_torch_compile_benchmark,512,4096,4096,0.1206784009933471,142.36076251082497,fp16
rtx4090_benchmark_fp16,256,12288,1024,0.0452607989311218,142.34063684567658,fp16
rtx4090_aot_benchmark,8192,8192,256,0.2414463996887207,142.30793423425453,
rtx4090_aot_benchmark,2048,12288,512,0.1811071991920471,142.29033352049993,
rtx4090_benchmark_fp16,12288,512,512,0.0453119993209838,142.17979874078333,fp16
rtx4090_benchmark_fp16,8192,512,512,0.0302080005407333,142.1797940651035,fp16
rtx4090_torch_compile_benchmark,2048,4096,4096,0.4834224224090576,142.15202595185298,fp16
rtx4090_aot_benchmark,2048,256,8192,0.0604287981986999,142.14968438979813,
rtx4090_aot_benchmark,2048,128,12288,0.0453231990337371,142.1446650137039,
rtx4090_aot_benchmark,16384,2048,512,0.2417279958724975,142.14215545858195,
rtx4090_torch_compile_benchmark,2048,512,4096,0.0604672014713287,142.0594038252791,fp16
rtx4090_torch_compile_benchmark,8192,1024,4096,0.4841472148895264,141.93921729298916,fp16
rtx4090_aot_benchmark,12288,2048,512,0.1815808057785034,141.9192059728748,
rtx4090_aot_benchmark,12288,16384,256,0.7264111995697021,141.9020179824597,
rtx4090_benchmark_fp16,1024,8192,512,0.0605696022510528,141.81923395164256,fp16
rtx4090_torch_compile_benchmark,8192,16384,256,0.4847104072570801,141.7742959654519,fp16
rtx4090_torch_compile_benchmark,512,2048,16384,0.2424832105636596,141.69945328639346,fp16
rtx4090_torch_compile_benchmark,4096,256,4096,0.0606208026409149,141.69945328639346,fp16
rtx4090_aot_benchmark,1024,12288,4096,0.7280384063720703,141.58485898794805,
rtx4090_aot_benchmark,256,8192,4096,0.1214344024658203,141.4744819849182,
rtx4090_aot_benchmark,16384,4096,256,0.2431488037109375,141.31156659461865,
rtx4090_torch_compile_benchmark,16384,512,4096,0.486297607421875,141.31156659461865,fp16
rtx4090_aot_benchmark,12288,12288,256,0.5471744060516357,141.28842736972695,
rtx4090_benchmark_fp16,512,512,12288,0.045619198679924,141.22236098888732,fp16
rtx4090_torch_compile_benchmark,256,4096,4096,0.0608272016048431,141.21863846052813,fp16
rtx4090_torch_compile_benchmark,1024,8192,4096,0.4868656158447265,141.1467035246875,fp16
rtx4090_aot_benchmark,12288,1024,512,0.0913900017738342,140.98809101554326,
rtx4090_aot_benchmark,512,8192,1024,0.0610047996044158,140.8075208459206,
rtx4090_benchmark_fp16,512,1024,8192,0.0610736012458801,140.64889603311963,fp16
rtx4090_benchmark_fp16,4096,512,1024,0.0305664002895355,140.51269548643555,fp16
rtx4090_aot_benchmark,2048,2048,1024,0.0611352026462554,140.5071745930678,
rtx4090_aot_benchmark,12288,4096,256,0.1835647940635681,140.3853277392394,
rtx4090_aot_benchmark,12288,256,1024,0.0459380000829696,140.2423033733324,
rtx4090_aot_benchmark,512,16384,4096,0.4902520179748535,140.17173660981203,
rtx4090_torch_compile_benchmark,12288,1024,1024,0.184166395664215,139.92674224338563,fp16
rtx4090_benchmark_fp16,2048,16384,512,0.2456576108932495,139.86840563605014,fp16
rtx4090_aot_benchmark,4096,12288,256,0.1843711972236633,139.77131007474168,
rtx4090_aot_benchmark,16384,256,1024,0.0614784002304077,139.72280605557054,
rtx4090_aot_benchmark,4096,1024,1024,0.0614920020103454,139.69189994098454,
rtx4090_benchmark_fp16,4096,128,4096,0.0307711988687515,139.57750929105282,fp16
rtx4090_aot_benchmark,512,16384,512,0.0615552008152008,139.54847808536027,
rtx4090_benchmark_fp16,12288,128,2048,0.0461791992187499,139.5098020968755,fp16
rtx4090_torch_compile_benchmark,512,2048,12288,0.1847295999526977,139.5001330734147,fp16
rtx4090_benchmark_fp16,2048,2048,512,0.0308223992586135,139.34565119228134,fp16
rtx4090_benchmark_fp16,16384,256,512,0.0308223992586135,139.34565119228134,fp16
rtx4090_torch_compile_benchmark,12288,8192,256,0.3701312065124512,139.24685799295395,fp16
rtx4090_aot_benchmark,256,2048,8192,0.0618368029594421,138.9129803109972,
rtx4090_benchmark_fp16,8192,2048,256,0.0618463993072509,138.89142598788126,fp16
rtx4090_benchmark_fp16,8192,256,1024,0.0309248000383377,138.88423823842018,fp16
rtx4090_benchmark_fp16,512,8192,512,0.0309248000383377,138.88423823842018,fp16
rtx4090_aot_benchmark,16384,16384,256,0.9901311874389648,138.80883181499846,
rtx4090_torch_compile_benchmark,8192,12288,256,0.3713615894317627,138.7855099146444,fp16
rtx4090_aot_benchmark,12288,128,2048,0.0464255988597869,138.7693665181847,
rtx4090_torch_compile_benchmark,256,8192,4096,0.1238016009330749,138.76936206412344,fp16
rtx4090_aot_benchmark,16384,12288,256,0.7431704044342041,138.70199147997155,
rtx4090_benchmark_fp16,16384,1024,256,0.0619920015335082,138.56520808344794,fp16
rtx4090_aot_benchmark,8192,1024,512,0.0621056020259857,138.31175146496236,
rtx4090_benchmark_fp16,256,8192,1024,0.0311295986175537,137.97053244297553,fp16
rtx4090_benchmark_fp16,1024,4096,512,0.0311295986175537,137.97053244297553,fp16
rtx4090_benchmark_fp16,12288,1024,256,0.0466944009065628,137.97052363711828,fp16
rtx4090_aot_benchmark,8192,4096,256,0.124671995639801,137.80054691380423,
rtx4090_torch_compile_benchmark,8192,4096,512,0.2494992017745971,137.7148228275348,fp16
rtx4090_aot_benchmark,512,12288,512,0.0468111991882324,137.62627438990128,
rtx4090_torch_compile_benchmark,16384,2048,512,0.2497024059295654,137.60275252490754,fp16
rtx4090_torch_compile_benchmark,1024,12288,4096,0.7496191978454589,137.50877165401886,fp16
rtx4090_torch_compile_benchmark,4096,8192,512,0.250163197517395,137.34929321732386,fp16
rtx4090_benchmark_fp16,1024,2048,1024,0.0312831997871398,137.2930942238717,fp16
rtx4090_benchmark_fp16,512,4096,1024,0.0312831997871398,137.2930942238717,fp16
rtx4090_torch_compile_benchmark,2048,16384,512,0.2504688024520874,137.18170898578367,fp16
rtx4090_torch_compile_benchmark,2048,1024,2048,0.0626688003540039,137.06875739565982,fp16
rtx4090_torch_compile_benchmark,4096,512,2048,0.0626688003540039,137.06875739565982,fp16
rtx4090_benchmark_fp16,2048,1024,1024,0.0313344001770019,137.06875739565982,fp16
rtx4090_benchmark_fp16,4096,4096,256,0.0627200007438659,136.95686368179926,fp16
rtx4090_benchmark_fp16,1024,16384,256,0.0628224015235901,136.73362341575626,fp16
rtx4090_torch_compile_benchmark,512,16384,1024,0.1257007956504821,136.67271631095758,fp16
rtx4090_benchmark_fp16,1024,512,4096,0.031436800956726,136.62227597242423,fp16
rtx4090_torch_compile_benchmark,1024,2048,2048,0.0629248023033142,136.51110973053582,fp16
rtx4090_torch_compile_benchmark,512,4096,2048,0.0629760026931762,136.40012424813298,fp16
rtx4090_benchmark_fp16,128,16384,1024,0.0314880013465881,136.40012424813295,fp16
rtx4090_benchmark_fp16,2048,256,4096,0.0314880013465881,136.40012424813295,fp16
rtx4090_aot_benchmark,4096,8192,256,0.1259647965431213,136.3862734309172,
rtx4090_benchmark_fp16,256,2048,8192,0.0630271971225738,136.2893319735366,fp16
rtx4090_torch_compile_benchmark,512,16384,4096,0.5046271800994873,136.1787066690541,fp16
rtx4090_aot_benchmark,128,4096,8192,0.0631680011749267,135.98553749092824,
rtx4090_benchmark_fp16,16384,128,1024,0.03159039914608,135.95799395060678,fp16
rtx4090_benchmark_fp16,2048,12288,256,0.0949248015880584,135.7379912566593,fp16
rtx4090_aot_benchmark,2048,16384,256,0.1266687989234924,135.62826307666018,
rtx4090_torch_compile_benchmark,256,16384,2048,0.1267199993133544,135.5734633608816,fp16
rtx4090_torch_compile_benchmark,2048,12288,512,0.1908223986625671,135.04601114237622,fp16
rtx4090_aot_benchmark,4096,4096,256,0.0637311995029449,134.7838210953972,
rtx4090_benchmark_fp16,128,4096,8192,0.0637440025806427,134.7567495645234,fp16
rtx4090_benchmark_fp16,256,16384,1024,0.0637839972972869,134.6722525395154,fp16
rtx4090_aot_benchmark,256,16384,1024,0.063833600282669,134.56760317390686,
rtx4090_torch_compile_benchmark,1024,512,16384,0.1277887940406799,134.43955953235624,fp16
rtx4090_benchmark_fp16,256,1024,8192,0.0319999992847442,134.21773100000007,fp16
rtx4090_aot_benchmark,8192,512,1024,0.0640640020370483,134.08364009217567,
rtx4090_torch_compile_benchmark,4096,16384,256,0.2563071966171265,134.0568615376291,fp16
rtx4090_torch_compile_benchmark,512,12288,1024,0.096204799413681,133.9320072026227,fp16
rtx4090_aot_benchmark,16384,512,512,0.0641664028167724,133.8696609895463,
rtx4090_benchmark_fp16,128,2048,8192,0.0321024000644683,133.78960100723938,fp16
rtx4090_torch_compile_benchmark,16384,256,2048,0.1284656047821045,133.73127548918205,fp16
rtx4090_aot_benchmark,2048,8192,256,0.0643347978591919,133.51925983820752,
rtx4090_torch_compile_benchmark,16384,4096,256,0.2574415922164917,133.46615079627728,fp16
rtx4090_torch_compile_benchmark,1024,8192,1024,0.1287680029869079,133.41722155733595,fp16
rtx4090_benchmark_fp16,512,12288,512,0.0483328014612197,133.29355529224088,fp16
rtx4090_aot_benchmark,16384,2048,256,0.1289199948310852,133.25992765132804,
rtx4090_torch_compile_benchmark,2048,4096,1024,0.1289216041564941,133.25826417072707,fp16
rtx4090_benchmark_fp16,2048,8192,256,0.064460802078247,133.25826417072707,fp16
rtx4090_aot_benchmark,2048,12288,256,0.0967935979366302,133.1172945594564,
rtx4090_benchmark_fp16,8192,128,2048,0.0323056012392044,132.9480687945795,fp16
rtx4090_aot_benchmark,256,12288,1024,0.0484607994556427,132.94149119221453,
rtx4090_torch_compile_benchmark,12288,2048,512,0.194047999382019,132.80118248097688,fp16
rtx4090_benchmark_fp16,2048,128,8192,0.0323583990335464,132.7311432048088,fp16
rtx4090_torch_compile_benchmark,8192,1024,1024,0.1294896006584167,132.67373670661885,fp16
rtx4090_torch_compile_benchmark,1024,1024,8192,0.1295359969139099,132.62621659844717,fp16
rtx4090_benchmark_fp16,1024,256,8192,0.0324095994234085,132.52145575418223,fp16
rtx4090_torch_compile_benchmark,1024,16384,512,0.129638397693634,132.52145575418223,fp16
rtx4090_aot_benchmark,12288,2048,256,0.0973695993423462,132.3298234256607,
rtx4090_benchmark_fp16,128,12288,2048,0.0486912012100219,132.31242573399416,fp16
rtx4090_aot_benchmark,8192,2048,256,0.0649855971336364,132.1821291314081,
rtx4090_benchmark_fp16,512,1024,4096,0.0325008004903793,132.1495849701107,fp16
rtx4090_benchmark_fp16,8192,1024,256,0.0325024008750915,132.1430780607804,fp16
rtx4090_torch_compile_benchmark,8192,8192,256,0.2604063987731934,131.94659781738451,fp16
rtx4090_torch_compile_benchmark,16384,512,1024,0.1306095957756042,131.53604129911045,fp16
rtx4090_benchmark_fp16,512,512,8192,0.0326656013727188,131.48287848718468,fp16
rtx4090_aot_benchmark,8192,128,2048,0.0327147990465164,131.28514987645454,
rtx4090_benchmark_fp16,2048,16384,256,0.1309631943702697,131.18089602661706,fp16
rtx4090_torch_compile_benchmark,2048,256,16384,0.1310719966888427,131.07200331115732,fp16
rtx4090_aot_benchmark,4096,128,4096,0.0328056007623672,130.92176933784265,
rtx4090_torch_compile_benchmark,16384,1024,512,0.1312255978584289,130.91858192586997,fp16
rtx4090_torch_compile_benchmark,2048,8192,512,0.1312687993049621,130.87549573823654,fp16
rtx4090_torch_compile_benchmark,8192,128,4096,0.0656383991241455,130.86752124702772,fp16
rtx4090_torch_compile_benchmark,4096,1024,2048,0.1314239978790283,130.72094489024397,fp16
rtx4090_benchmark_fp16,256,16384,512,0.0328671991825103,130.67640087462885,fp16
rtx4090_benchmark_fp16,4096,2048,256,0.0328703999519348,130.66367620352577,fp16
rtx4090_torch_compile_benchmark,1024,4096,2048,0.1315951943397522,130.55088576901258,fp16
rtx4090_aot_benchmark,1024,2048,1024,0.0329088002443313,130.51120867707175,
rtx4090_benchmark_fp16,512,16384,256,0.0329216003417968,130.46046520852633,fp16
rtx4090_benchmark_fp16,256,2048,4096,0.0329216003417968,130.46046520852633,fp16
rtx4090_benchmark_fp16,16384,512,256,0.0329248011112213,130.44778255429478,fp16
rtx4090_aot_benchmark,1024,512,4096,0.0329728007316589,130.25788530836488,
rtx4090_aot_benchmark,256,4096,2048,0.0329856008291244,130.20733859750652,
rtx4090_torch_compile_benchmark,12288,256,2048,0.0989696025848388,130.19049841040624,fp16
rtx4090_aot_benchmark,12288,512,512,0.0494863986968994,130.18629590444726,
rtx4090_torch_compile_benchmark,8192,2048,512,0.1319872021675109,130.16314386448047,fp16
rtx4090_aot_benchmark,256,2048,4096,0.0330612003803253,129.90959936699485,
rtx4090_aot_benchmark,512,8192,512,0.0331135988235473,129.7040324395611,
rtx4090_aot_benchmark,16384,1024,256,0.0663424015045166,129.4788008452663,
rtx4090_benchmark_fp16,4096,256,1024,0.0165887996554374,129.45382984935253,fp16
rtx4090_torch_compile_benchmark,4096,4096,512,0.1327535986900329,129.41170223274597,fp16
rtx4090_torch_compile_benchmark,256,12288,2048,0.0997919976711273,129.1175864668352,fp16
rtx4090_benchmark_fp16,1024,12288,256,0.0499199986457824,129.05551119329397,fp16
rtx4090_torch_compile_benchmark,1024,1024,4096,0.0666607975959777,128.86036323871264,fp16
rtx4090_aot_benchmark,1024,12288,256,0.0500339984893798,128.76146497401086,
rtx4090_aot_benchmark,512,4096,1024,0.0334080010652542,128.56103804627074,
rtx4090_torch_compile_benchmark,4096,8192,256,0.1337344050407409,128.4625985270306,fp16
rtx4090_aot_benchmark,256,8192,1024,0.0334592014551162,128.36430964323728,
rtx4090_benchmark_fp16,2048,512,1024,0.0167423993349075,128.26618246540949,fp16
rtx4090_aot_benchmark,16384,128,1024,0.033484798669815,128.26618246540949,
rtx4090_aot_benchmark,128,8192,2048,0.0335359990596771,128.0703547360295,
rtx4090_aot_benchmark,16384,256,512,0.0335871994495391,127.87512404696568,
rtx4090_aot_benchmark,8192,256,1024,0.0335871994495391,127.87512404696568,
rtx4090_benchmark_fp16,512,2048,1024,0.0167935997247695,127.87512404696564,fp16
rtx4090_aot_benchmark,4096,512,1024,0.0336383998394012,127.6804876719858,
rtx4090_aot_benchmark,4096,1024,512,0.0336495995521545,127.63799133309443,
rtx4090_aot_benchmark,4096,256,2048,0.0336768001317977,127.53489877871954,
rtx4090_benchmark_fp16,2048,4096,256,0.0336896002292633,127.48644290143064,fp16
rtx4090_torch_compile_benchmark,1024,2048,4096,0.1349120020866394,127.34129594316764,fp16
rtx4090_benchmark_fp16,256,512,16384,0.0337408006191253,127.292987042088,fp16
rtx4090_torch_compile_benchmark,512,1024,16384,0.1350144028663635,127.24471478057444,fp16
rtx4090_torch_compile_benchmark,12288,4096,256,0.2025471925735473,127.22863964970864,fp16
rtx4090_torch_compile_benchmark,12288,512,1024,0.1012735962867736,127.22863964970864,fp16
rtx4090_torch_compile_benchmark,2048,1024,4096,0.1350656032562255,127.19647911695928,fp16
rtx4090_benchmark_fp16,512,256,16384,0.0337920010089874,127.10011741706852,fp16
rtx4090_aot_benchmark,2048,1024,1024,0.0338304013013839,126.95584831340138,
rtx4090_benchmark_fp16,128,1024,16384,0.0338432013988494,126.90783136568189,fp16
rtx4090_benchmark_fp16,12288,128,1024,0.0254063993692398,126.78795704912132,fp16
rtx4090_torch_compile_benchmark,4096,12288,256,0.2033152103424072,126.7480368665018,fp16
rtx4090_aot_benchmark,512,2048,2048,0.0338943988084793,126.7161373850813,
rtx4090_aot_benchmark,2048,512,2048,0.0339327991008758,126.57273817087317,
rtx4090_aot_benchmark,2048,2048,512,0.0339583992958068,126.4773188685114,
rtx4090_aot_benchmark,1024,16384,256,0.0679167985916137,126.4773188685114,
rtx4090_benchmark_fp16,128,8192,1024,0.0169983997941017,126.33445936158982,fp16
rtx4090_torch_compile_benchmark,12288,1024,512,0.1021440029144287,126.144477603784,fp16
rtx4090_torch_compile_benchmark,1024,512,12288,0.1022464036941528,126.01814266780758,fp16
rtx4090_torch_compile_benchmark,1024,12288,512,0.102451205253601,125.76623043238534,fp16
rtx4090_torch_compile_benchmark,2048,512,2048,0.0342527985572814,125.39025939201606,fp16
rtx4090_torch_compile_benchmark,512,2048,2048,0.0343039989471435,125.20310832033871,fp16
rtx4090_benchmark_fp16,256,4096,1024,0.0171535998582839,125.19142720721182,fp16
rtx4090_aot_benchmark,8192,64,4096,0.0343448013067245,125.0543643459386,
rtx4090_aot_benchmark,2048,256,4096,0.0344040006399154,124.83918195888492,
rtx4090_benchmark_fp16,256,12288,512,0.0258047997951507,124.83047718143249,fp16
rtx4090_torch_compile_benchmark,256,2048,16384,0.1376255989074707,124.83047718143249,fp16
rtx4090_aot_benchmark,64,16384,2048,0.0344579994678497,124.64354757470244,
rtx4090_aot_benchmark,4096,2048,256,0.0344716012477874,124.59436581222543,
rtx4090_aot_benchmark,12288,1024,256,0.0517376005649566,124.52164139138011,
rtx4090_benchmark_fp16,4096,128,2048,0.0172544002532958,124.46005752009796,fp16
